permit_number,issue_date,project_value,type_of_work,address,PostalCode,building_contractor,property_use,year,n,FSA,logPropVal
DB-2018-01226,2018-08-01,172295,New Building,"6630 CLARENDON STREET, Vancouver, BC V1V 1V1", V1V 1V1,Py Chue Construction Ltd,Dwelling Uses,2018,843, V1V,5.236272674407301
DB-2017-06562,2018-08-02,911750,New Building,"282 W 47TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,C-Best Construction Ltd,Dwelling Uses,2018,843, V1V,5.959875771985819
DB-2018-00238,2018-08-02,704500,New Building,"141 W 47TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Gill's Construction Ltd,Dwelling Uses,2018,843, V1V,5.847880997445375
DB-2017-03326,2018-08-07,225000,New Building,"4587 W 12TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.352182518111363
DB-2017-04320,2018-08-07,125500,New Building,"5690 INVERNESS STREET, Vancouver, BC V1V 1V1", V1V 1V1,JSS Development Ltd,Dwelling Uses,2018,843, V1V,5.098643725817057
DB-2018-01122,2018-08-07,219275,New Building,"7228 BRAEBURN STREET, Vancouver, BC V1V 1V1", V1V 1V1,Maximus Vision Group Ltd,Dwelling Uses,2018,843, V1V,5.340989119680445
DB-2018-00736,2018-08-09,700000,New Building,"2719 E 8TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,JSS Development Ltd,Dwelling Uses,2018,843, V1V,5.845098040014257
DB-2018-00010,2018-08-14,960250,New Building,"3188 E 43RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Gill Framing Co Ltd,Dwelling Uses,2018,843, V1V,5.982384315837214
BP-2018-03069,2018-08-16,160000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,NA,Office Uses,2018,44, V6E,5.204119982655925
DB-2018-00335,2018-08-17,160750,New Building,"5519 LANARK STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.206150981596259
BP-2018-01124,2018-08-20,188958518,New Building,"1482 ROBSON STREET, Vancouver, BC V1V 1V1", V1V 1V1,ITC Construction Management BC Inc,Dwelling Uses,2018,843, V1V,8.276366474114983
BP-2018-04212,2018-08-22,100000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,NA,Office Uses,2018,40, V6C,5
DB-2018-01497,2018-08-22,233225,New Building,"412 E 63RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,EJ Homes Ltd,Dwelling Uses,2018,843, V1V,5.367775101747835
BP-2018-04201,2018-08-23,220000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Office Uses,2018,113, V7Y,5.342422680822207
DB-2017-06225,2018-08-23,998000,New Building,"6535 RALEIGH STREET, Vancouver, BC V1V 1V1", V1V 1V1,Prosper Homes Ltd,Dwelling Uses,2018,843, V1V,5.9991305412873714
BP-2018-01501,2018-08-24,1958000,New Building,"4068 HUDSON STREET, Vancouver, BC V1V 1V1", V1V 1V1,Ronse Massey Developments Inc,Dwelling Uses,2018,843, V1V,6.291812687467119
BP-2018-03401,2018-08-24,45000,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,Focus Project Management Ltd,Office Uses,2018,41, V6E,4.653212513775344
BP-2018-04548,2018-08-24,12000,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,Matra Construction,Office Uses,2018,32, V6H,4.079181246047625
DB-2017-01308,2018-08-24,210250,New Building,"6188 MONTGOMERY STREET, Vancouver, BC V1V 1V1", V1V 1V1,Hang Zheng,Dwelling Uses,2018,843, V1V,5.32273600446995
DB-2018-00511,2018-08-24,120250,New Building,"6068 MANITOBA STREET, Vancouver, BC V1V 1V1", V1V 1V1,Ravinder Gill & Gurminder Biln,Dwelling Uses,2018,843, V1V,5.080085085045869
DB-2018-01189,2018-08-27,216000,New Building,"8370 EAST BOULEVARD, Vancouver, BC V1V 1V1", V1V 1V1,0825886 BC Ltd,Dwelling Uses,2018,843, V1V,5.334453751150931
BP-2018-04106,2018-08-30,320000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Priority Projects,Office Uses,2018,40, V6C,5.505149978319906
DB-2018-01368,2018-08-30,204000,New Building,"524 E 59TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Bright Star Holding,Dwelling Uses,2018,843, V1V,5.309630167425898
DB-2018-01559,2018-09-04,165412.5,New Building,"2862 E 23RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,1128099 BC Ltd,Dwelling Uses,2018,843, V1V,5.218568325506126
BP-2018-03472,2018-09-07,3211657,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2018,32, V6H,6.506729157104302
BP-2018-03498,2018-09-07,878912,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2018,32, V6H,5.943945394041229
BP-2018-03499,2018-09-07,1087694,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2018,32, V6H,6.036506732859219
BP-2018-03500,2018-09-07,1195034,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2018,32, V6H,6.077380261604096
BP-2018-04601,2018-09-07,125000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,Willow Spring Construction BC Ltd,Office Uses,2018,31, V6E,5.096910013008056
BP-2018-04546,2018-09-10,40000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,BC Coastal Projects Ltd.,Office Uses,2018,46, V6B,4.6020599913279625
DB-2016-03589,2018-09-10,270000,New Building,"3887 WALLACE STREET, Vancouver, BC V1V 1V1", V1V 1V1,KC Development Ltd,Dwelling Uses,2018,843, V1V,5.431363764158987
BP-2018-03662,2018-09-13,780000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,NA,Office Uses,2018,40, V6C,5.892094602690481
BP-2018-04323,2018-09-14,6300000,New Building,"5095 HEATHER STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,6.799340549453582
DB-2017-05867,2018-09-14,170100,New Building,"8382 ADERA STREET, Vancouver, BC V1V 1V1", V1V 1V1,Home Vitality Solutions Ltd,Dwelling Uses,2018,843, V1V,5.230704313612569
DB-2017-06690,2018-09-17,762250,New Building,"2997 TURNER STREET, Vancouver, BC V1V 1V1", V1V 1V1,Five River Construction Ltd,Dwelling Uses,2018,843, V1V,5.882097433037418
DB-2017-06699,2018-09-17,195000,New Building,"2805 E 45TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,KPC Homes Ltd,Dwelling Uses,2018,843, V1V,5.290034611362518
DB-2018-01610,2018-09-19,235000,New Building,"4433 W 7TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,MDl Construction Ltd,Dwelling Uses,2018,843, V1V,5.371067862271736
DB-2018-02608,2018-09-19,168500,New Building,"2257 WAVERLEY AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Watermark Pacific Holdings Corp,Dwelling Uses,2018,843, V1V,5.226599905207357
BP-2018-03036,2018-10-01,25000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03037,2018-10-01,25000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03038,2018-10-01,25000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03039,2018-10-01,25000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-04348,2018-10-05,50000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2018,44, V6G,4.698970004336019
DB-2018-00528,2018-10-05,186800,New Building,"430 E 34TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Lanefab Design Build Ltd,Dwelling Uses,2018,843, V1V,5.271376871894074
BP-2018-05010,2018-10-09,420000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Reotech Construction Ltd,Office Uses,2018,41, V6C,5.623249290397901
DB-2018-00612,2018-10-09,158000,New Building,"3385 E 23RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Ricky Construction Ltd,Dwelling Uses,2018,843, V1V,5.198657086954422
BP-2018-04549,2018-10-10,11000000,Addition / Alteration,"425 W GEORGIA STREET, Vancouver, BC V1V 1V1", V1V 1V1,Ledcor Construction Limited,Institutional Uses,2018,843, V1V,7.041392685158225
BP-2018-04975,2018-10-11,250000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2018,58, V5Z,5.3979400086720375
DB-2018-00896,2018-10-17,161250,New Building,"3033 W KING EDWARD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.207499723307305
DB-2018-00198,2018-10-22,254156.88,New Building,"953 E 53RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Nayyar Developments Ltd,Dwelling Uses,2018,843, V1V,5.405101870503776
DB-2018-01207,2018-10-22,161250,New Building,"415 E 45TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Mountain Heights Development Ltd,Dwelling Uses,2018,843, V1V,5.207499723307305
DB-2017-06725,2018-10-23,194250,New Building,"907 E 47TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Douglas Park Construction Ltd,Dwelling Uses,2018,843, V1V,5.288361027472952
DB-2018-01102,2018-10-24,159950.51,New Building,"2309 NAPIER STREET, Vancouver, BC V1V 1V1", V1V 1V1,Audia Francesco,Dwelling Uses,2018,843, V1V,5.203985629164313
BP-2018-03788,2018-10-25,20000,Demolition / Deconstruction,"3680 E 22ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,CAPE CONSTRUCTION (2001) LTD.,Dwelling Uses,2018,843, V1V,4.301029995663981
DB-2018-01066,2018-10-25,717750,New Building,"3965 W 20TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Anderson Properties Ltd,Dwelling Uses,2018,843, V1V,5.855973201168544
DB-2017-04086,2018-10-29,160750,New Building,"2968 W 28TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.206150981596259
BP-2018-05048,2018-10-30,150000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,VPAC Construction Group Ltd,Office Uses,2018,31, V6E,5.176091259055681
BP-2018-05049,2018-10-30,100000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,VPAC Construction Group Ltd,Office Uses,2018,40, V6E,5
DB-2017-04015,2018-10-30,158500,New Building,"3381 PRINCE ALBERT STREET, Vancouver, BC V1V 1V1", V1V 1V1,Douglas Park Construction Ltd,Dwelling Uses,2018,843, V1V,5.20002926655377
DB-2018-02919,2018-10-30,163780,New Building,"1688 E 43RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Pacific Gate Development Group Ltd,Dwelling Uses,2018,843, V1V,5.214260866777542
DB-2018-02630,2018-10-31,164250,New Building,"2845 BALACLAVA STREET, Vancouver, BC V1V 1V1", V1V 1V1,Smallworks Studio and Laneway Housing Inc,Dwelling Uses,2018,843, V1V,5.215505378231819
BP-2018-05309,2018-11-05,85350,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Central West Project Management Inc,Office Uses,2018,113, V7Y,4.931203525450752
DB-2018-01365,2018-11-05,673710,New Building,"276 E 37TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Lanka Constructions Ltd,Dwelling Uses,2018,843, V1V,5.828472993712464
BP-2018-05708,2018-11-09,700000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Canadian Turner Construction Company Ltd,Office Uses,2018,44, V6E,5.845098040014257
BP-2018-05321,2018-11-16,25000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,NA,Service Uses,2018,41, V6C,4.3979400086720375
BP-2018-05762,2018-11-20,30000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Unison Construction Management Ltd,Office Uses,2018,113, V7Y,4.477121254719663
BP-2018-05824,2018-11-20,150000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Hodgson King & Marble Ltd,Office Uses,2018,41, V6C,5.176091259055681
DB-2017-06710,2018-11-20,865330,New Building,"561 E 13TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,E-LOYAL CONSTRUCTION  LTD,Dwelling Uses,2018,843, V1V,5.937181760468306
DB-2018-05898,2018-11-21,8500,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,PCL CONSTRUCTORS WESTCOAST INC,Office Uses,2018,58, V5Z,3.929418925714293
BP-2018-05459,2018-11-22,300000,Addition / Alteration,"3583 MAIN STREET, Vancouver, BC V1V 1V1", V1V 1V1,CDC Construction Ltd,Retail Uses,2018,843, V1V,5.477121254719663
BP-2018-05928,2018-11-28,200000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2018,58, V5Z,5.301029995663981
BP-2018-05757,2018-11-30,12000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,Black Dog Projects Ltd,Retail Uses,2018,58, V5Z,4.079181246047625
BP-2018-00309,2018-12-04,300000000,New Building,"1033 NELSON STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,8.477121254719663
BP-2018-05687,2018-12-05,6300000,New Building,"258 UNION STREET, Vancouver, BC V1V 1V1", V1V 1V1,Horizon North Camp & Catering Inc,Dwelling Uses,2018,843, V1V,6.799340549453582
BP-2018-05561,2018-12-07,100000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Reotech Construction Ltd,Office Uses,2018,41, V6C,5
BP-2018-00387,2018-12-14,13500000,New Building,"2425 ST. CATHERINES STREET, Vancouver, BC V1V 1V1", V1V 1V1,Vanmar Constructors 1066 Inc,Dwelling Uses,2018,843, V1V,7.1303337684950066
BP-2018-06337,2018-12-17,110000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Marcon Project (609) Ltd,Office Uses,2018,41, V6C,5.041392685158225
BP-2018-06202,2018-12-18,15000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Gibraltar Holdings Ltd,Office Uses,2018,46, V6B,4.176091259055681
BP-2018-04950,2019-01-11,1521826,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2019,32, V6H,6.182364999635785
BP-2018-05979,2019-01-16,300000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,VPAC Construction Group Ltd,Office Uses,2019,40, V6E,5.477121254719663
BP-2018-06659,2019-01-18,76283,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,4.882427764314004
BP-2018-06660,2019-01-18,65355,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,4.815278818991435
DB-2018-05763,2019-01-28,190000,Addition / Alteration,"2260 MAIN STREET, Vancouver, BC V1V 1V1", V1V 1V1,Harmony Pacific Projects Inc,Office Uses,2019,843, V1V,5.278753600952829
DB-2018-06692,2019-01-28,300000,Addition / Alteration,"2438 W KING EDWARD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Jin Yang Construction Ltd,Dwelling Uses,2019,843, V1V,5.477121254719663
BP-2018-06658,2019-01-30,7000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Office Uses,2019,113, V7Y,3.845098040014257
BP-2019-00002,2019-02-04,150000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Reotech Construction Ltd,Office Uses,2019,41, V6C,5.176091259055681
BP-2019-00298,2019-02-05,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2018-04708,2019-02-08,115000,Addition / Alteration,"3555 SAWMILL CRESCENT, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2019,843, V1V,5.060697840353612
BP-2019-00273,2019-02-11,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-00196,2019-02-12,280000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,5.447158031342219
BP-2019-00165,2019-02-14,60000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Griffin Restoration Services Inc,Dwelling Uses,2019,44, V6G,4.778151250383644
BP-2019-00384,2019-02-14,30000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Griffin Restoration Services Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-00238,2019-02-15,500000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,5.698970004336019
BP-2018-06680,2019-02-21,175000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,NA,Retail Uses,2019,41, V6C,5.243038048686294
BP-2019-00444,2019-02-21,35000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Reotech Construction Ltd,Office Uses,2019,41, V6C,4.544068044350276
BP-2019-00197,2019-02-22,700000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Vestacon Limited,Office Uses,2019,40, V6E,5.845098040014257
BP-2019-00392,2019-02-27,302500,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,GBS Construction Managers Inc,Retail Uses,2019,58, V5Z,5.480725378988487
BP-2018-06258,2019-03-13,234250,New Building,"1296 W 32ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Quinton Construction Ltd,Dwelling Uses,2019,843, V1V,5.369679599559816
BP-2019-00634,2019-03-13,2800000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2019,40, V6E,6.447158031342219
BP-2018-03171,2019-03-18,3250000,Addition / Alteration,"2101 LAHB AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2019,843, V1V,6.511883360978874
BP-2019-00621,2019-03-27,30000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,NA,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-01158,2019-04-02,200000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Office Uses,2019,113, V7Y,5.301029995663981
BP-2019-01449,2019-05-13,15000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,4.176091259055681
BP-2019-01562,2019-05-15,50000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2019,38, V6E,4.698970004336019
DB-2018-04970,2019-05-15,2350250,New Building,"4283 CYPRESS STREET, Vancouver, BC V1V 1V1", V1V 1V1,Vantac Management Ltd,Dwelling Uses,2019,843, V1V,6.3711140613550095
DB-2018-04974,2019-05-15,222750,New Building,"4288 MAPLE CRESCENT, Vancouver, BC V1V 1V1", V1V 1V1,Vantac Management Ltd,Dwelling Uses,2019,843, V1V,5.347817712708912
DB-2018-01308,2019-05-17,703657.5,New Building,"147 W 19TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2019,843, V1V,5.84736132099631
BP-2019-01673,2019-05-22,100000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Matra Construction,Office Uses,2019,40, V6C,5
BP-2019-01107,2019-06-04,270000,Addition / Alteration,"16 E 5TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Fusion Project Management Ltd,Service Uses,2019,843, V1V,5.431363764158987
BP-2019-01949,2019-06-05,37600,Demolition / Deconstruction,"397 W 7TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Companion Construction Ltd,Service Uses,2019,843, V1V,4.575187844927661
BP-2019-02245,2019-06-07,200000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,NA,Office Uses,2019,31, V6E,5.301029995663981
BP-2019-01428,2019-06-10,4004560,Outdoor Uses (No Buildings Proposed),"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,6.60255480504707
BP-2019-01746,2019-06-10,30000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2019,38, V6E,4.477121254719663
BP-2019-01769,2019-06-17,80000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2019,40, V6E,4.903089986991944
BP-2019-02369,2019-06-17,35000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2019,40, V6E,4.544068044350276
DB-2019-01596,2019-06-17,70000,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Retail Uses,2019,32, V6H,4.845098040014257
BP-2019-02529,2019-06-20,65000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2019,113, V7Y,4.812913356642856
BP-2019-02277,2019-06-21,500000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2019,40, V6E,5.698970004336019
BP-2019-01742,2019-06-25,90000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.954242509439325
DB-2019-00718,2019-06-27,224500,New Building,"417 E 50TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2019,843, V1V,5.351216345339342
DB-2019-00277,2019-07-05,138000,New Building,"1956 NOOTKA STREET, Vancouver, BC V1V 1V1", V1V 1V1,Liwa Enterprises Ltd,Dwelling Uses,2019,843, V1V,5.139879086401237
BP-2019-02860,2019-07-10,110000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,TotalPlan Inc,Office Uses,2019,41, V6C,5.041392685158225
DB-2018-06616,2019-07-11,225000,New Building,"3588 E 43RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Homeline Construction & Renovation Ltd,Dwelling Uses,2019,843, V1V,5.352182518111363
BP-2017-02011,2019-07-12,500000,New Building,"5018 NANAIMO STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2019,843, V1V,5.698970004336019
BP-2019-02684,2019-07-17,60000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Capital C Contracting Inc,Dwelling Uses,2019,44, V6G,4.778151250383644
BP-2019-02315,2019-07-24,170000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Omicron Construction Ltd,Office Uses,2019,33, V7X,5.230448921378274
BP-2019-03201,2019-07-30,25000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,PCL CONSTRUCTORS WESTCOAST INC,Retail Uses,2019,113, V7Y,4.3979400086720375
BP-2018-04844,2019-08-09,22475000,New Building,"8690 JACK UPPAL STREET, Vancouver, BC V1V 1V1", V1V 1V1,Wesgroup Contracting Ltd,Dwelling Uses,2019,843, V1V,7.351699700405266
BP-2019-03384,2019-08-13,1461500,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,New Image Projects Inc.,Office Uses,2019,33, V6E,6.1647988196934556
BP-2019-03312,2019-08-15,1000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Focus Project Management Ltd,Office Uses,2019,40, V6E,3
